..	0.299438051913299418949065966444
/*	0.199357773615199351802118599153
+-	0.199357773615199351802118599153
__	0.044688252609044687435613241178
**	0.029702970297029701596258632890
!@	0.021407546160021408837570433548
@@	0.011774150388011774340246695658
--	0.011506556061011505992519587949
@!	0.010436178753010436071058109064
//	0.010436178753010436071058109064
!!	0.010168584426010167723331001355
++	0.009633395772009632762600261913
/.	0.008830612791008831188865890738
[]	0.006689858175006689611219456992
#.	0.005887075194005887170123347829
??	0.005619480867005619689757978108
@#	0.005084292213005083861665500677
.-	0.005084292213005083861665500677
-=	0.004013914905004013940204021793
@*	0.003211131924003211065427043636
=-	0.002675943270002676104696304193
$$	0.002675943270002676104696304193
~~	0.002408348943002408190650065478
~!	0.002408348943002408190650065478
\\	0.002408348943002408190650065478
./	0.002408348943002408190650065478
+.	0.002408348943002408190650065478
()	0.002408348943002408190650065478
#$	0.002408348943002408190650065478
.!	0.002140754616002140710284695757
*@	0.002140754616002140710284695757
##	0.002140754616002140710284695757
==	0.001873160289001873229919326036
:)	0.001873160289001873229919326036
*.	0.001873160289001873229919326036
*#	0.001873160289001873229919326036
&@	0.001873160289001873229919326036
@.	0.001605565962001605532713521818
*/	0.001605565962001605532713521818
_@	0.001337971635001338052348152097
?!	0.001337971635001338052348152097
:?	0.001337971635001338052348152097
*-	0.001337971635001338052348152097
(>	0.001337971635001338052348152097
&&	0.001337971635001338052348152097
``	0.001070377308001070355142347879
_-	0.001070377308001070355142347879
_*	0.001070377308001070355142347879
][	0.001070377308001070355142347879
._	0.001070377308001070355142347879
.@	0.001070377308001070355142347879
.+	0.001070377308001070355142347879
-[	0.001070377308001070355142347879
%@	0.001070377308001070355142347879
$#	0.001070377308001070355142347879
#@	0.001070377308001070355142347879
#*	0.001070377308001070355142347879
#!	0.001070377308001070355142347879
!.	0.001070377308001070355142347879
^^	0.000802782981000802766356760909
?/	0.000802782981000802766356760909
><	0.000802782981000802766356760909
;'	0.000802782981000802766356760909
/@	0.000802782981000802766356760909
/?	0.000802782981000802766356760909
+_	0.000802782981000802766356760909
+@	0.000802782981000802766356760909
*!	0.000802782981000802766356760909
$%	0.000802782981000802766356760909
!~	0.000802782981000802766356760909
~/	0.000535188654000535177571173939
^&	0.000535188654000535177571173939
\'	0.000535188654000535177571173939
@%	0.000535188654000535177571173939
>>	0.000535188654000535177571173939
=?	0.000535188654000535177571173939
<>	0.000535188654000535177571173939
<.	0.000535188654000535177571173939
;/	0.000535188654000535177571173939
-+	0.000535188654000535177571173939
+?	0.000535188654000535177571173939
+*	0.000535188654000535177571173939
*&	0.000535188654000535177571173939
))	0.000535188654000535177571173939
)(	0.000535188654000535177571173939
';	0.000535188654000535177571173939
%%	0.000535188654000535177571173939
%$	0.000535188654000535177571173939
!#	0.000535188654000535177571173939
||	0.000267594327000267588785586970
|)	0.000267594327000267588785586970
{}	0.000267594327000267588785586970
_$	0.000267594327000267588785586970
^}	0.000267594327000267588785586970
]!	0.000267594327000267588785586970
[[	0.000267594327000267588785586970
[:	0.000267594327000267588785586970
@_	0.000267594327000267588785586970
@$	0.000267594327000267588785586970
?@	0.000267594327000267588785586970
>;	0.000267594327000267588785586970
>-	0.000267594327000267588785586970
=\	0.000267594327000267588785586970
=$	0.000267594327000267588785586970
<<	0.000267594327000267588785586970
:_	0.000267594327000267588785586970
::	0.000267594327000267588785586970
/\	0.000267594327000267588785586970
/;	0.000267594327000267588785586970
/-	0.000267594327000267588785586970
.;	0.000267594327000267588785586970
.*	0.000267594327000267588785586970
.'	0.000267594327000267588785586970
.#	0.000267594327000267588785586970
-/	0.000267594327000267588785586970
-.	0.000267594327000267588785586970
-#	0.000267594327000267588785586970
-!	0.000267594327000267588785586970
*_	0.000267594327000267588785586970
*^	0.000267594327000267588785586970
*+	0.000267594327000267588785586970
)@	0.000267594327000267588785586970
).	0.000267594327000267588785586970
)*	0.000267594327000267588785586970
(^	0.000267594327000267588785586970
((	0.000267594327000267588785586970
&`	0.000267594327000267588785586970
&!	0.000267594327000267588785586970
$|	0.000267594327000267588785586970
$*	0.000267594327000267588785586970
$!	0.000267594327000267588785586970
$ 	0.000267594327000267588785586970
#=	0.000267594327000267588785586970
#&	0.000267594327000267588785586970
#%	0.000267594327000267588785586970
!]	0.000267594327000267588785586970
!?	0.000267594327000267588785586970
!-	0.000267594327000267588785586970
!*	0.000267594327000267588785586970
!%	0.000267594327000267588785586970
!"	0.000267594327000267588785586970
 _	0.000267594327000267588785586970
 *	0.000267594327000267588785586970
