.......	0.769230769230769273470116331737
&%&#$$!	0.068376068376068382947963186780
*******	0.025641025641025640136039243089
...+...	0.017094017094017095736990796695
******-	0.017094017094017095736990796695
!!!!!!!	0.017094017094017095736990796695
@@%@&$!	0.008547008547008547868495398347
@#$%^&*	0.008547008547008547868495398347
*@@**$)	0.008547008547008547868495398347
**@^!!@	0.008547008547008547868495398347
)@!!#@^	0.008547008547008547868495398347
&#@)@(&	0.008547008547008547868495398347
%@!!#!$	0.008547008547008547868495398347
!@#$%^&	0.008547008547008547868495398347
!(*)%)@	0.008547008547008547868495398347
!(*!@$%	0.008547008547008547868495398347
